plate,comp,bbox_x,bbox_y,bbox_w,bbox_h,cx,cy,area_frac,label,conf,top1,top2,top3,top4,top5
mixed_raw/mixed_004.jpg,2,380,235,72,86,413.5,273.4,0.0135,26,0.855,26|炒花菜|0.855,22|蚝油西兰花|0.110,9|蚝油生菜|0.020,45|炒菠菜|0.006,44|米饭|0.004
mixed_raw/mixed_004.jpg,3,53,205,104,54,104.0,231.7,0.0133,11,0.482,11|糖醋排骨|0.482,28|可乐鸡翅|0.267,31|红烧牛肉|0.213,30|爆炒腰花|0.018,33|糖醋鱼|0.005
mixed_raw/mixed_005.jpg,0,193,17,307,568,362.2,255.6,0.207,16,0.206,16|扬州炒饭|0.206,26|炒花菜|0.178,44|米饭|0.173,31|红烧牛肉|0.143,1|宫保鸡丁|0.086
mixed_raw/mixed_005.jpg,1,40,368,193,173,135.4,453.1,0.0747,7,0.775,7|西红柿炒蛋|0.775,16|扬州炒饭|0.070,24|凉拌西红柿|0.070,44|米饭|0.047,33|糖醋鱼|0.013
mixed_raw/mixed_005.jpg,2,0,38,17,570,7.8,326.3,0.0282,44,0.556,44|米饭|0.556,31|红烧牛肉|0.176,24|凉拌西红柿|0.157,49|冰淇淋|0.021,16|扬州炒饭|0.020
mixed_raw/mixed_005.jpg,3,70,82,84,87,108.6,124.5,0.0165,44,0.427,44|米饭|0.427,49|冰淇淋|0.402,48|双皮奶|0.146,43|白粥|0.013,27|蒸蛋羹|0.005
mixed_raw/mixed_005.jpg,4,63,631,269,22,194.5,642.4,0.016,44,0.511,44|米饭|0.511,49|冰淇淋|0.366,31|红烧牛肉|0.024,47|面包|0.022,43|白粥|0.016
mixed_raw/mixed_005.jpg,5,6,14,145,39,81.7,31.6,0.014,47,0.439,47|面包|0.439,49|冰淇淋|0.410,44|米饭|0.094,43|白粥|0.018,37|小笼包|0.009
mixed_raw/mixed_006.jpg,0,0,0,489,321,295.4,124.5,0.2279,31,0.424,31|红烧牛肉|0.424,11|糖醋排骨|0.210,3|鱼香肉丝|0.086,40|凉面|0.056,18|葱爆羊肉|0.034
mixed_raw/mixed_006.jpg,1,51,529,102,100,101.7,578.6,0.0239,49,0.397,49|冰淇淋|0.397,48|双皮奶|0.351,44|米饭|0.170,43|白粥|0.037,27|蒸蛋羹|0.034
mixed_raw/mixed_006.jpg,2,409,293,83,132,454.1,359.7,0.0232,44,0.945,44|米饭|0.945,49|冰淇淋|0.030,48|双皮奶|0.006,31|红烧牛肉|0.005,43|白粥|0.004
mixed_raw/mixed_006.jpg,3,199,310,58,105,231.6,364.4,0.0122,31,0.523,31|红烧牛肉|0.523,11|糖醋排骨|0.226,18|葱爆羊肉|0.062,28|可乐鸡翅|0.044,44|米饭|0.038
mixed_raw/mixed_007.jpg,0,58,416,362,251,223.0,535.2,0.1732,3,0.514,3|鱼香肉丝|0.514,44|米饭|0.116,31|红烧牛肉|0.108,33|糖醋鱼|0.050,2|回锅肉|0.042
mixed_raw/mixed_007.jpg,1,72,144,198,171,161.9,234.4,0.072,44,0.784,44|米饭|0.784,49|冰淇淋|0.167,24|凉拌西红柿|0.012,27|蒸蛋羹|0.011,43|白粥|0.009
mixed_raw/mixed_007.jpg,2,141,0,231,118,260.5,51.6,0.06,49,0.482,49|冰淇淋|0.482,44|米饭|0.264,24|凉拌西红柿|0.231,47|面包|0.014,48|双皮奶|0.002
mixed_raw/mixed_007.jpg,3,296,313,77,92,333.8,356.8,0.0165,31,0.277,31|红烧牛肉|0.277,26|炒花菜|0.193,44|米饭|0.142,9|蚝油生菜|0.095,33|糖醋鱼|0.084
mixed_raw/mixed_007.jpg,4,76,0,85,78,113.5,33.4,0.0127,24,0.703,24|凉拌西红柿|0.703,49|冰淇淋|0.190,44|米饭|0.097,43|白粥|0.004,48|双皮奶|0.003
mixed_raw/mixed_008.jpg,0,262,336,238,331,393.3,521.1,0.175,1,0.601,1|宫保鸡丁|0.601,3|鱼香肉丝|0.118,5|鱼香茄子|0.054,40|凉面|0.051,41|炒面|0.041
mixed_raw/mixed_008.jpg,1,0,120,230,251,104.3,249.0,0.1247,5,0.575,5|鱼香茄子|0.575,29|辣子鸡|0.113,3|鱼香肉丝|0.106,1|宫保鸡丁|0.065,2|回锅肉|0.056
mixed_raw/mixed_008.jpg,2,235,219,191,116,324.2,277.4,0.0448,3,0.445,3|鱼香肉丝|0.445,5|鱼香茄子|0.169,29|辣子鸡|0.100,1|宫保鸡丁|0.075,2|回锅肉|0.068
mixed_raw/mixed_008.jpg,3,388,0,112,55,449.2,20.5,0.0126,44,0.865,44|米饭|0.865,49|冰淇淋|0.057,37|小笼包|0.020,47|面包|0.012,31|红烧牛肉|0.009
mixed_raw/mixed_009.jpg,0,274,0,226,338,397.9,166.6,0.1537,18,0.872,18|葱爆羊肉|0.872,31|红烧牛肉|0.101,30|爆炒腰花|0.006,2|回锅肉|0.006,11|糖醋排骨|0.004
mixed_raw/mixed_009.jpg,1,0,0,300,181,128.4,83.3,0.1253,44,0.971,44|米饭|0.971,45|炒菠菜|0.010,9|蚝油生菜|0.006,31|红烧牛肉|0.004,16|扬州炒饭|0.003
mixed_raw/mixed_009.jpg,2,230,441,135,160,295.6,523.3,0.0403,35,1.0,35|麻辣虾|1.000,33|糖醋鱼|0.000,19|香辣小龙虾|0.000,2|回锅肉|0.000,28|可乐鸡翅|0.000
mixed_raw/mixed_009.jpg,3,140,390,90,65,188.9,419.9,0.0116,35,0.394,35|麻辣虾|0.394,33|糖醋鱼|0.262,42|煎饺|0.084,5|鱼香茄子|0.054,28|可乐鸡翅|0.053
mixed_raw/mixed_009.jpg,4,0,384,82,64,31.3,413.7,0.0114,49,0.492,49|冰淇淋|0.492,44|米饭|0.317,48|双皮奶|0.107,43|白粥|0.047,47|面包|0.014
mixed_raw/mixed_010.jpg,0,137,67,352,351,313.8,242.5,0.2037,45,0.301,45|炒菠菜|0.301,5|鱼香茄子|0.183,2|回锅肉|0.151,9|蚝油生菜|0.125,20|家常豆腐|0.124
mixed_raw/mixed_010.jpg,1,121,432,151,146,195.5,505.8,0.0521,44,0.946,44|米饭|0.946,16|扬州炒饭|0.050,43|白粥|0.004,45|炒菠菜|0.000,42|煎饺|0.000
mixed_raw/mixed_010.jpg,2,290,434,147,137,363.9,502.2,0.0477,44,0.978,44|米饭|0.978,16|扬州炒饭|0.019,43|白粥|0.003,45|炒菠菜|0.000,27|蒸蛋羹|0.000
mixed_raw/mixed_010.jpg,3,48,327,79,76,88.6,365.5,0.0127,20,0.352,20|家常豆腐|0.352,42|煎饺|0.183,33|糖醋鱼|0.105,5|鱼香茄子|0.069,7|西红柿炒蛋|0.048
mixed_raw/mixed_011.jpg,0,121,325,236,230,242.8,433.7,0.1202,31,0.794,31|红烧牛肉|0.794,11|糖醋排骨|0.087,18|葱爆羊肉|0.061,5|鱼香茄子|0.024,30|爆炒腰花|0.013
mixed_raw/mixed_011.jpg,1,0,0,287,100,143.7,48.4,0.0653,47,0.552,47|面包|0.552,49|冰淇淋|0.282,44|米饭|0.138,43|白粥|0.012,48|双皮奶|0.006
mixed_raw/mixed_011.jpg,2,272,175,183,136,365.9,244.1,0.0559,3,0.295,3|鱼香肉丝|0.295,18|葱爆羊肉|0.237,31|红烧牛肉|0.143,5|鱼香茄子|0.098,33|糖醋鱼|0.073
mixed_raw/mixed_011.jpg,3,59,174,167,126,146.0,237.7,0.0438,45,0.695,45|炒菠菜|0.695,9|蚝油生菜|0.300,22|蚝油西兰花|0.002,26|炒花菜|0.001,18|葱爆羊肉|0.001
mixed_raw/mixed_011.jpg,4,0,330,76,108,31.9,377.8,0.0194,44,0.997,44|米饭|0.997,43|白粥|0.002,45|炒菠菜|0.000,16|扬州炒饭|0.000,18|葱爆羊肉|0.000
mixed_raw/mixed_012.jpg,0,206,0,294,324,369.9,153.8,0.1519,45,0.766,45|炒菠菜|0.766,9|蚝油生菜|0.216,22|蚝油西兰花|0.014,26|炒花菜|0.002,44|米饭|0.001
mixed_raw/mixed_012.jpg,1,0,177,221,297,87.2,281.4,0.0984,10,0.202,10|红烧肉|0.202,1|宫保鸡丁|0.195,11|糖醋排骨|0.164,5|鱼香茄子|0.127,33|糖醋鱼|0.062
mixed_raw/mixed_012.jpg,2,0,0,178,137,70.6,63.4,0.0576,49,0.693,49|冰淇淋|0.693,48|双皮奶|0.175,44|米饭|0.071,24|凉拌西红柿|0.027,27|蒸蛋羹|0.018
mixed_raw/mixed_012.jpg,3,175,404,150,51,251.4,425.6,0.0149,4,0.638,4|水煮鱼|0.638,32|酸菜鱼|0.189,33|糖醋鱼|0.081,34|剁椒鱼头|0.031,31|红烧牛肉|0.028
mixed_raw/mixed_013.jpg,0,0,0,799,1017,429.1,453.2,0.4789,29,0.435,29|辣子鸡|0.435,2|回锅肉|0.182,30|爆炒腰花|0.103,5|鱼香茄子|0.077,35|麻辣虾|0.060
mixed_raw/mixed_014.jpg,0,189,368,287,183,339.2,459.5,0.0962,31,0.701,31|红烧牛肉|0.701,18|葱爆羊肉|0.140,11|糖醋排骨|0.124,30|爆炒腰花|0.014,33|糖醋鱼|0.011
mixed_raw/mixed_014.jpg,1,0,376,180,175,81.4,460.9,0.0742,45,0.908,45|炒菠菜|0.908,43|白粥|0.046,9|蚝油生菜|0.037,26|炒花菜|0.002,5|鱼香茄子|0.001
mixed_raw/mixed_014.jpg,2,170,149,189,197,261.7,247.9,0.0701,19,0.659,19|香辣小龙虾|0.659,11|糖醋排骨|0.182,35|麻辣虾|0.081,10|红烧肉|0.034,31|红烧牛肉|0.019
mixed_raw/mixed_014.jpg,3,52,0,201,153,137.8,69.7,0.0477,43,0.323,43|白粥|0.323,44|米饭|0.187,16|扬州炒饭|0.099,35|麻辣虾|0.096,33|糖醋鱼|0.067
mixed_raw/mixed_014.jpg,4,0,198,143,112,65.6,254.0,0.0401,5,0.35,5|鱼香茄子|0.350,2|回锅肉|0.266,3|鱼香肉丝|0.236,18|葱爆羊肉|0.068,29|辣子鸡|0.024
mixed_raw/mixed_014.jpg,5,0,614,186,53,95.8,644.9,0.0206,44,0.412,44|米饭|0.412,43|白粥|0.295,48|双皮奶|0.197,27|蒸蛋羹|0.056,49|冰淇淋|0.017
mixed_raw/mixed_014.jpg,6,266,29,72,104,299.5,73.0,0.0156,43,0.508,43|白粥|0.508,47|面包|0.219,44|米饭|0.196,48|双皮奶|0.025,27|蒸蛋羹|0.018
mixed_raw/mixed_014.jpg,7,407,119,93,57,462.0,147.2,0.01,34,0.8,34|剁椒鱼头|0.800,4|水煮鱼|0.071,33|糖醋鱼|0.063,32|酸菜鱼|0.062,31|红烧牛肉|0.002
mixed_raw/mixed_015.jpg,0,0,99,366,370,162.4,299.3,0.2067,31,0.456,31|红烧牛肉|0.456,11|糖醋排骨|0.268,30|爆炒腰花|0.052,26|炒花菜|0.036,29|辣子鸡|0.032
mixed_raw/mixed_015.jpg,1,340,187,160,193,424.2,281.1,0.0557,23,0.449,23|炸藕盒|0.449,11|糖醋排骨|0.226,42|煎饺|0.138,31|红烧牛肉|0.040,33|糖醋鱼|0.026
mixed_raw/mixed_015.jpg,2,409,360,91,184,460.6,443.8,0.0384,35,0.9,35|麻辣虾|0.900,36|螃蟹|0.069,33|糖醋鱼|0.008,31|红烧牛肉|0.007,19|香辣小龙虾|0.006
mixed_raw/mixed_015.jpg,3,243,495,166,105,311.6,555.7,0.0264,12,0.955,12|梅菜扣肉|0.955,11|糖醋排骨|0.011,10|红烧肉|0.008,31|红烧牛肉|0.007,28|可乐鸡翅|0.003
mixed_raw/mixed_015.jpg,4,52,17,110,76,107.4,55.4,0.0187,31,0.343,31|红烧牛肉|0.343,18|葱爆羊肉|0.175,3|鱼香肉丝|0.148,5|鱼香茄子|0.148,2|回锅肉|0.085
mixed_raw/mixed_015.jpg,5,287,20,109,78,341.7,60.8,0.0187,19,0.998,19|香辣小龙虾|0.998,36|螃蟹|0.001,35|麻辣虾|0.001,33|糖醋鱼|0.000,11|糖醋排骨|0.000
mixed_raw/mixed_015.jpg,6,175,33,101,66,225.0,66.4,0.015,3,0.963,3|鱼香肉丝|0.963,41|炒面|0.010,5|鱼香茄子|0.007,40|凉面|0.005,18|葱爆羊肉|0.003
mixed_raw/mixed_016.jpg,0,0,0,799,621,389.5,198.3,0.3309,11,0.348,11|糖醋排骨|0.348,33|糖醋鱼|0.233,31|红烧牛肉|0.199,30|爆炒腰花|0.043,5|鱼香茄子|0.040
mixed_raw/mixed_016.jpg,1,0,516,212,300,84.4,690.6,0.0454,11,0.254,11|糖醋排骨|0.254,2|回锅肉|0.228,5|鱼香茄子|0.194,31|红烧牛肉|0.085,45|炒菠菜|0.071
mixed_raw/mixed_016.jpg,2,193,721,259,204,318.3,830.2,0.0439,19,0.999,19|香辣小龙虾|0.999,35|麻辣虾|0.000,36|螃蟹|0.000,11|糖醋排骨|0.000,33|糖醋鱼|0.000
mixed_raw/mixed_016.jpg,3,507,743,234,171,624.5,829.3,0.0355,11,0.48,11|糖醋排骨|0.480,31|红烧牛肉|0.232,5|鱼香茄子|0.134,33|糖醋鱼|0.032,8|地三鲜|0.012
mixed_raw/mixed_017.jpg,0,83,428,416,239,312.6,574.4,0.2159,18,0.696,18|葱爆羊肉|0.696,31|红烧牛肉|0.095,9|蚝油生菜|0.093,5|鱼香茄子|0.028,11|糖醋排骨|0.015
mixed_raw/mixed_017.jpg,1,111,149,177,216,197.6,251.2,0.0773,44,0.539,44|米饭|0.539,18|葱爆羊肉|0.320,16|扬州炒饭|0.040,2|回锅肉|0.023,31|红烧牛肉|0.022
mixed_raw/mixed_017.jpg,2,0,1,491,56,240.0,26.8,0.0741,44,0.34,44|米饭|0.340,48|双皮奶|0.315,49|冰淇淋|0.231,43|白粥|0.072,27|蒸蛋羹|0.037
mixed_raw/mixed_017.jpg,3,299,173,107,69,352.5,210.6,0.0161,7,0.347,7|西红柿炒蛋|0.347,45|炒菠菜|0.265,26|炒花菜|0.112,18|葱爆羊肉|0.056,16|扬州炒饭|0.034
mixed_raw/mixed_018.jpg,0,0,395,498,441,208.3,612.8,0.2412,44,0.768,44|米饭|0.768,31|红烧牛肉|0.126,33|糖醋鱼|0.032,5|鱼香茄子|0.018,18|葱爆羊肉|0.013
mixed_raw/mixed_018.jpg,1,252,259,200,114,357.1,315.6,0.027,5,0.592,5|鱼香茄子|0.592,31|红烧牛肉|0.226,20|家常豆腐|0.040,9|蚝油生菜|0.034,33|糖醋鱼|0.034
mixed_raw/mixed_018.jpg,2,228,1024,111,87,282.6,1076.7,0.0115,49,0.699,49|冰淇淋|0.699,44|米饭|0.261,48|双皮奶|0.015,33|糖醋鱼|0.008,43|白粥|0.007
mixed_raw/mixed_018.jpg,3,447,774,52,144,476.5,849.4,0.0103,49,0.631,49|冰淇淋|0.631,44|米饭|0.305,48|双皮奶|0.042,27|蒸蛋羹|0.007,43|白粥|0.006
mixed_raw/mixed_019.jpg,0,3,508,354,159,168.0,602.2,0.1326,44,0.672,44|米饭|0.672,31|红烧牛肉|0.169,9|蚝油生菜|0.050,18|葱爆羊肉|0.026,33|糖醋鱼|0.023
mixed_raw/mixed_019.jpg,1,229,272,193,211,325.0,368.0,0.0885,44,0.77,44|米饭|0.770,16|扬州炒饭|0.141,18|葱爆羊肉|0.024,9|蚝油生菜|0.022,31|红烧牛肉|0.007
mixed_raw/mixed_019.jpg,2,351,440,148,227,427.2,573.8,0.0714,44,0.784,44|米饭|0.784,43|白粥|0.104,49|冰淇淋|0.063,27|蒸蛋羹|0.018,48|双皮奶|0.008
mixed_raw/mixed_020.jpg,0,0,0,500,506,259.9,253.0,0.4729,16,0.987,16|扬州炒饭|0.987,44|米饭|0.011,40|凉面|0.000,41|炒面|0.000,11|糖醋排骨|0.000
mixed_raw/mixed_020.jpg,1,211,541,222,126,319.6,621.1,0.0509,31,0.397,31|红烧牛肉|0.397,18|葱爆羊肉|0.193,9|蚝油生菜|0.106,26|炒花菜|0.067,44|米饭|0.061
mixed_raw/mixed_020.jpg,2,0,497,50,149,20.0,558.4,0.015,44,0.776,44|米饭|0.776,48|双皮奶|0.083,49|冰淇淋|0.061,43|白粥|0.023,47|面包|0.017
mixed_raw/mixed_021.jpg,0,415,268,99,217,474.3,387.2,0.057,31,0.342,31|红烧牛肉|0.342,44|米饭|0.219,24|凉拌西红柿|0.135,11|糖醋排骨|0.114,16|扬州炒饭|0.106
mixed_raw/mixed_021.jpg,1,111,213,57,114,137.8,277.5,0.0168,31,0.551,31|红烧牛肉|0.551,11|糖醋排骨|0.133,33|糖醋鱼|0.091,12|梅菜扣肉|0.058,5|鱼香茄子|0.044
mixed_raw/mixed_021.jpg,2,348,140,58,101,380.7,179.9,0.0147,11,0.403,11|糖醋排骨|0.403,31|红烧牛肉|0.383,30|爆炒腰花|0.120,10|红烧肉|0.034,28|可乐鸡翅|0.027
mixed_raw/mixed_021.jpg,3,406,198,75,59,444.4,225.5,0.0122,31,0.832,31|红烧牛肉|0.832,11|糖醋排骨|0.115,18|葱爆羊肉|0.021,30|爆炒腰花|0.011,12|梅菜扣肉|0.010
mixed_raw/mixed_022.jpg,0,239,4,261,283,377.8,143.8,0.1822,9,0.649,9|蚝油生菜|0.649,44|米饭|0.137,31|红烧牛肉|0.071,45|炒菠菜|0.029,5|鱼香茄子|0.024
mixed_raw/mixed_022.jpg,1,224,532,94,94,272.1,576.8,0.0207,27,0.661,27|蒸蛋羹|0.661,44|米饭|0.183,48|双皮奶|0.069,49|冰淇淋|0.045,43|白粥|0.035
mixed_raw/mixed_022.jpg,2,205,367,92,94,252.7,414.8,0.0192,27,0.779,27|蒸蛋羹|0.779,44|米饭|0.135,49|冰淇淋|0.031,48|双皮奶|0.023,47|面包|0.009
mixed_raw/mixed_023.jpg,0,0,0,392,329,151.6,142.4,0.2161,31,0.598,31|红烧牛肉|0.598,11|糖醋排骨|0.349,30|爆炒腰花|0.024,33|糖醋鱼|0.013,5|鱼香茄子|0.010
mixed_raw/mixed_023.jpg,1,344,281,155,138,419.4,352.0,0.044,31,0.578,31|红烧牛肉|0.578,33|糖醋鱼|0.201,5|鱼香茄子|0.094,11|糖醋排骨|0.063,30|爆炒腰花|0.022
mixed_raw/mixed_023.jpg,2,112,364,162,144,208.4,440.6,0.0358,11,0.34,11|糖醋排骨|0.340,28|可乐鸡翅|0.256,5|鱼香茄子|0.203,30|爆炒腰花|0.089,33|糖醋鱼|0.047
mixed_raw/mixed_023.jpg,3,401,0,99,113,455.2,50.8,0.0295,44,0.41,44|米饭|0.410,49|冰淇淋|0.330,43|白粥|0.100,48|双皮奶|0.096,27|蒸蛋羹|0.050
mixed_raw/mixed_023.jpg,4,40,327,104,78,94.9,362.5,0.0162,33,0.337,33|糖醋鱼|0.337,31|红烧牛肉|0.186,11|糖醋排骨|0.169,5|鱼香茄子|0.091,30|爆炒腰花|0.084
mixed_raw/mixed_023.jpg,5,286,456,88,85,325.6,501.1,0.0146,42,0.207,42|煎饺|0.207,28|可乐鸡翅|0.166,47|面包|0.164,11|糖醋排骨|0.149,31|红烧牛肉|0.103
mixed_raw/mixed_023.jpg,6,252,315,76,70,290.9,350.3,0.0108,30,0.398,30|爆炒腰花|0.398,31|红烧牛肉|0.236,5|鱼香茄子|0.154,11|糖醋排骨|0.114,29|辣子鸡|0.052
mixed_raw/mixed_024.jpg,0,2,336,425,331,226.2,534.2,0.2758,44,0.947,44|米饭|0.947,45|炒菠菜|0.044,11|糖醋排骨|0.002,16|扬州炒饭|0.001,22|蚝油西兰花|0.001
mixed_raw/mixed_024.jpg,1,0,0,133,81,60.3,30.8,0.0228,45,0.925,45|炒菠菜|0.925,9|蚝油生菜|0.044,44|米饭|0.015,31|红烧牛肉|0.006,18|葱爆羊肉|0.004
mixed_raw/mixed_024.jpg,2,0,243,96,110,42.4,295.5,0.0218,33,0.762,33|糖醋鱼|0.762,12|梅菜扣肉|0.041,34|剁椒鱼头|0.036,18|葱爆羊肉|0.023,42|煎饺|0.019
mixed_raw/mixed_024.jpg,3,126,16,74,139,168.5,80.2,0.0203,9,0.504,9|蚝油生菜|0.504,45|炒菠菜|0.443,18|葱爆羊肉|0.014,44|米饭|0.013,26|炒花菜|0.010
mixed_raw/mixed_024.jpg,4,275,91,92,86,322.0,135.0,0.0164,9,0.881,9|蚝油生菜|0.881,45|炒菠菜|0.102,18|葱爆羊肉|0.008,26|炒花菜|0.005,31|红烧牛肉|0.001
mixed_raw/mixed_025.jpg,0,248,471,183,100,329.9,520.7,0.0187,7,0.811,7|西红柿炒蛋|0.811,24|凉拌西红柿|0.163,31|红烧牛肉|0.014,5|鱼香茄子|0.004,18|葱爆羊肉|0.002
mixed_raw/mixed_026.jpg,0,0,269,154,221,69.8,376.1,0.0785,44,0.789,44|米饭|0.789,33|糖醋鱼|0.042,31|红烧牛肉|0.033,49|冰淇淋|0.029,42|煎饺|0.021
mixed_raw/mixed_026.jpg,1,134,487,237,41,249.4,509.7,0.0197,44,0.605,44|米饭|0.605,49|冰淇淋|0.068,37|小笼包|0.061,33|糖醋鱼|0.059,31|红烧牛肉|0.054
mixed_raw/mixed_027.jpg,0,2,939,798,128,400.5,1003.1,0.1184,11,0.409,11|糖醋排骨|0.409,5|鱼香茄子|0.108,29|辣子鸡|0.075,31|红烧牛肉|0.059,2|回锅肉|0.048
mixed_raw/mixed_027.jpg,1,638,15,162,175,718.2,102.3,0.0329,37,0.211,37|小笼包|0.211,44|米饭|0.195,31|红烧牛肉|0.126,42|煎饺|0.101,18|葱爆羊肉|0.064
mixed_raw/mixed_027.jpg,2,80,38,228,132,193.9,104.4,0.0262,44,0.449,44|米饭|0.449,31|红烧牛肉|0.189,49|冰淇淋|0.043,37|小笼包|0.039,43|白粥|0.039
mixed_raw/mixed_027.jpg,3,71,502,146,223,143.3,615.0,0.0256,5,0.425,5|鱼香茄子|0.425,34|剁椒鱼头|0.145,31|红烧牛肉|0.135,29|辣子鸡|0.081,11|糖醋排骨|0.055
mixed_raw/mixed_027.jpg,4,314,38,137,132,382.5,104.0,0.0175,44,0.35,44|米饭|0.350,31|红烧牛肉|0.147,49|冰淇淋|0.068,11|糖醋排骨|0.065,28|可乐鸡翅|0.049
mixed_raw/mixed_027.jpg,5,356,250,168,78,442.1,286.9,0.012,45,0.931,45|炒菠菜|0.931,9|蚝油生菜|0.049,5|鱼香茄子|0.009,18|葱爆羊肉|0.003,26|炒花菜|0.003
mixed_raw/mixed_027.jpg,6,628,512,110,116,681.7,570.3,0.0114,27,0.43,27|蒸蛋羹|0.430,49|冰淇淋|0.248,48|双皮奶|0.230,44|米饭|0.067,43|白粥|0.020
mixed_raw/mixed_028.jpg,0,237,332,201,246,342.6,454.0,0.1015,7,0.647,7|西红柿炒蛋|0.647,44|米饭|0.102,16|扬州炒饭|0.049,5|鱼香茄子|0.046,31|红烧牛肉|0.045
mixed_raw/mixed_028.jpg,1,301,55,186,168,389.8,137.4,0.0733,43,0.292,43|白粥|0.292,32|酸菜鱼|0.220,44|米饭|0.139,31|红烧牛肉|0.105,45|炒菠菜|0.053
mixed_raw/mixed_028.jpg,2,98,24,172,163,185.4,103.4,0.0668,45,0.91,45|炒菠菜|0.910,9|蚝油生菜|0.090,22|蚝油西兰花|0.000,44|米饭|0.000,26|炒花菜|0.000
mixed_raw/mixed_028.jpg,3,153,621,133,46,210.5,649.2,0.0124,44,0.44,44|米饭|0.440,49|冰淇淋|0.217,48|双皮奶|0.092,47|面包|0.092,43|白粥|0.075
mixed_raw/mixed_029.jpg,0,10,337,490,315,260.7,533.8,0.2574,19,0.852,19|香辣小龙虾|0.852,36|螃蟹|0.111,4|水煮鱼|0.019,35|麻辣虾|0.006,32|酸菜鱼|0.006
mixed_raw/mixed_029.jpg,1,0,111,148,209,59.8,227.5,0.0559,19,0.705,19|香辣小龙虾|0.705,29|辣子鸡|0.149,4|水煮鱼|0.044,33|糖醋鱼|0.024,35|麻辣虾|0.023
mixed_raw/mixed_029.jpg,2,0,0,172,111,84.3,45.5,0.0378,49,0.764,49|冰淇淋|0.764,44|米饭|0.139,37|小笼包|0.027,18|葱爆羊肉|0.012,31|红烧牛肉|0.010
mixed_raw/mixed_029.jpg,3,341,227,138,101,414.6,274.3,0.0298,4,0.581,4|水煮鱼|0.581,32|酸菜鱼|0.287,34|剁椒鱼头|0.018,5|鱼香茄子|0.017,33|糖醋鱼|0.015
mixed_raw/mixed_029.jpg,4,205,0,190,57,310.0,21.4,0.0222,49,0.854,49|冰淇淋|0.854,44|米饭|0.060,47|面包|0.044,37|小笼包|0.012,31|红烧牛肉|0.006
