path,label,name,weight_g_true,calories_kcal_true
images/包子/包子_010.jpg,15,包子,282.4,649.5
images/双皮奶/双皮奶_001.jpg,48,双皮奶,292.8,380.6
images/双皮奶/双皮奶_002.jpg,48,双皮奶,262.4,341.1
images/双皮奶/双皮奶_003.jpg,48,双皮奶,287.8,374.1
images/双皮奶/双皮奶_004.jpg,48,双皮奶,344.4,447.7
images/双皮奶/双皮奶_005.jpg,48,双皮奶,244.0,317.2
images/双皮奶/双皮奶_006.jpg,48,双皮奶,296.8,385.8
images/双皮奶/双皮奶_007.jpg,48,双皮奶,361.6,470.1
images/双皮奶/双皮奶_008.jpg,48,双皮奶,330.2,429.3
images/双皮奶/双皮奶_009.jpg,48,双皮奶,325.0,422.5
images/双皮奶/双皮奶_010.jpg,48,双皮奶,317.6,412.9
images/可乐鸡翅/可乐鸡翅_001.jpg,28,可乐鸡翅,214.0,428.0
images/可乐鸡翅/可乐鸡翅_002.jpg,28,可乐鸡翅,232.0,464.0
images/可乐鸡翅/可乐鸡翅_003.jpg,28,可乐鸡翅,256.1,512.2
images/可乐鸡翅/可乐鸡翅_004.jpg,28,可乐鸡翅,210.9,421.8
images/可乐鸡翅/可乐鸡翅_005.jpg,28,可乐鸡翅,202.1,404.2
images/可乐鸡翅/可乐鸡翅_006.jpg,28,可乐鸡翅,206.6,413.2
images/可乐鸡翅/可乐鸡翅_007.jpg,28,可乐鸡翅,211.4,422.8
images/可乐鸡翅/可乐鸡翅_008.jpg,28,可乐鸡翅,241.9,483.8
images/可乐鸡翅/可乐鸡翅_009.jpg,28,可乐鸡翅,244.6,489.2
images/可乐鸡翅/可乐鸡翅_010.jpg,28,可乐鸡翅,213.9,427.8
images/回锅肉/回锅肉_001.jpg,2,回锅肉,168.6,421.5
images/回锅肉/回锅肉_002.jpg,2,回锅肉,233.7,584.2
images/回锅肉/回锅肉_003.jpg,2,回锅肉,226.4,566.0
images/回锅肉/回锅肉_004.jpg,2,回锅肉,233.6,584.0
images/回锅肉/回锅肉_005.jpg,2,回锅肉,203.2,508.0
images/回锅肉/回锅肉_006.jpg,2,回锅肉,175.3,438.2
images/回锅肉/回锅肉_007.jpg,2,回锅肉,234.2,585.5
images/回锅肉/回锅肉_008.jpg,2,回锅肉,205.4,513.5
images/回锅肉/回锅肉_009.jpg,2,回锅肉,228.5,571.2
images/回锅肉/回锅肉_010.jpg,2,回锅肉,238.6,596.5
images/地三鲜/地三鲜_001.jpg,8,地三鲜,204.3,265.6
images/地三鲜/地三鲜_002.jpg,8,地三鲜,240.5,312.6
images/地三鲜/地三鲜_003.jpg,8,地三鲜,189.6,246.5
images/地三鲜/地三鲜_004.jpg,8,地三鲜,233.2,303.2
images/地三鲜/地三鲜_005.jpg,8,地三鲜,241.5,313.9
images/地三鲜/地三鲜_006.jpg,8,地三鲜,198.1,257.5
images/地三鲜/地三鲜_007.jpg,8,地三鲜,214.5,278.9
images/地三鲜/地三鲜_008.jpg,8,地三鲜,166.4,216.3
images/地三鲜/地三鲜_009.jpg,8,地三鲜,219.1,284.8
images/地三鲜/地三鲜_010.jpg,8,地三鲜,213.9,278.1
images/宫保鸡丁/宫保鸡丁_001.jpg,1,宫保鸡丁,216.9,433.8
images/宫保鸡丁/宫保鸡丁_002.jpg,1,宫保鸡丁,236.4,472.8
images/宫保鸡丁/宫保鸡丁_003.jpg,1,宫保鸡丁,202.8,405.6
images/宫保鸡丁/宫保鸡丁_004.jpg,1,宫保鸡丁,213.6,427.2
images/宫保鸡丁/宫保鸡丁_005.jpg,1,宫保鸡丁,228.4,456.8
images/宫保鸡丁/宫保鸡丁_006.jpg,1,宫保鸡丁,207.9,415.8
images/宫保鸡丁/宫保鸡丁_007.jpg,1,宫保鸡丁,217.5,435.0
images/宫保鸡丁/宫保鸡丁_008.jpg,1,宫保鸡丁,195.6,391.2
images/宫保鸡丁/宫保鸡丁_009.jpg,1,宫保鸡丁,204.3,408.6
images/宫保鸡丁/宫保鸡丁_010.jpg,1,宫保鸡丁,267.1,534.2
images/家常豆腐/家常豆腐_001.jpg,20,家常豆腐,131.7,171.2
images/家常豆腐/家常豆腐_002.jpg,20,家常豆腐,165.0,214.5
images/家常豆腐/家常豆腐_003.jpg,20,家常豆腐,139.3,181.1
images/家常豆腐/家常豆腐_004.jpg,20,家常豆腐,104.7,136.1
images/家常豆腐/家常豆腐_005.jpg,20,家常豆腐,123.8,160.9
images/家常豆腐/家常豆腐_006.jpg,20,家常豆腐,160.3,208.4
images/家常豆腐/家常豆腐_007.jpg,20,家常豆腐,173.7,225.8
images/家常豆腐/家常豆腐_008.jpg,20,家常豆腐,181.9,236.5
images/家常豆腐/家常豆腐_009.jpg,20,家常豆腐,144.2,187.5
images/家常豆腐/家常豆腐_010.jpg,20,家常豆腐,160.5,208.7
images/小笼包/小笼包_001.jpg,37,小笼包,252.2,655.7
images/小笼包/小笼包_002.jpg,37,小笼包,306.8,797.7
images/小笼包/小笼包_003.jpg,37,小笼包,330.2,858.5
images/小笼包/小笼包_004.jpg,37,小笼包,261.7,680.4
images/小笼包/小笼包_005.jpg,37,小笼包,260.4,677.0
images/小笼包/小笼包_006.jpg,37,小笼包,302.2,785.7
images/小笼包/小笼包_007.jpg,37,小笼包,273.5,711.1
images/小笼包/小笼包_008.jpg,37,小笼包,228.2,593.3
images/小笼包/小笼包_009.jpg,37,小笼包,323.4,840.8
images/小笼包/小笼包_010.jpg,37,小笼包,371.8,966.7
images/扬州炒饭/扬州炒饭_001.jpg,16,扬州炒饭,310.3,558.5
images/扬州炒饭/扬州炒饭_002.jpg,16,扬州炒饭,265.2,477.4
images/扬州炒饭/扬州炒饭_003.jpg,16,扬州炒饭,293.9,529.0
images/扬州炒饭/扬州炒饭_004.jpg,16,扬州炒饭,322.5,580.5
images/扬州炒饭/扬州炒饭_005.jpg,16,扬州炒饭,212.6,382.7
images/扬州炒饭/扬州炒饭_006.jpg,16,扬州炒饭,311.7,561.1
images/扬州炒饭/扬州炒饭_007.jpg,16,扬州炒饭,347.0,624.6
images/扬州炒饭/扬州炒饭_008.jpg,16,扬州炒饭,257.2,463.0
images/扬州炒饭/扬州炒饭_009.jpg,16,扬州炒饭,309.9,557.8
images/扬州炒饭/扬州炒饭_010.jpg,16,扬州炒饭,304.1,547.4
images/梅菜扣肉/梅菜扣肉_001.jpg,12,梅菜扣肉,214.0,684.8
images/梅菜扣肉/梅菜扣肉_002.jpg,12,梅菜扣肉,175.8,562.6
images/梅菜扣肉/梅菜扣肉_003.jpg,12,梅菜扣肉,218.0,697.6
images/梅菜扣肉/梅菜扣肉_004.jpg,12,梅菜扣肉,227.4,727.7
images/梅菜扣肉/梅菜扣肉_005.jpg,12,梅菜扣肉,227.2,727.0
images/梅菜扣肉/梅菜扣肉_006.jpg,12,梅菜扣肉,199.6,638.7
images/梅菜扣肉/梅菜扣肉_007.jpg,12,梅菜扣肉,243.4,778.9
images/梅菜扣肉/梅菜扣肉_008.jpg,12,梅菜扣肉,215.2,688.6
images/梅菜扣肉/梅菜扣肉_009.jpg,12,梅菜扣肉,229.6,734.7
images/梅菜扣肉/梅菜扣肉_010.jpg,12,梅菜扣肉,183.9,588.5
images/水煮鱼/水煮鱼_001.jpg,4,水煮鱼,210.4,378.7
images/水煮鱼/水煮鱼_002.jpg,4,水煮鱼,237.6,427.7
images/水煮鱼/水煮鱼_003.jpg,4,水煮鱼,203.6,366.5
images/水煮鱼/水煮鱼_004.jpg,4,水煮鱼,184.7,332.5
images/水煮鱼/水煮鱼_005.jpg,4,水煮鱼,193.4,348.1
images/水煮鱼/水煮鱼_006.jpg,4,水煮鱼,230.1,414.2
images/水煮鱼/水煮鱼_007.jpg,4,水煮鱼,255.3,459.5
images/水煮鱼/水煮鱼_008.jpg,4,水煮鱼,202.5,364.5
images/水煮鱼/水煮鱼_009.jpg,4,水煮鱼,206.7,372.1
images/水煮鱼/水煮鱼_010.jpg,4,水煮鱼,232.9,419.2
images/炒花菜/炒花菜_001.jpg,26,炒花菜,152.0,121.6
images/炒花菜/炒花菜_002.jpg,26,炒花菜,148.2,118.6
images/炒花菜/炒花菜_003.jpg,26,炒花菜,174.8,139.8
images/炒花菜/炒花菜_004.jpg,26,炒花菜,104.1,83.3
images/炒花菜/炒花菜_005.jpg,26,炒花菜,145.0,116.0
images/炒花菜/炒花菜_006.jpg,26,炒花菜,116.9,93.5
images/炒花菜/炒花菜_007.jpg,26,炒花菜,153.1,122.5
images/炒花菜/炒花菜_008.jpg,26,炒花菜,146.6,117.3
images/炒花菜/炒花菜_009.jpg,26,炒花菜,111.4,89.1
images/炒花菜/炒花菜_010.jpg,26,炒花菜,142.0,113.6
images/炒菠菜/炒菠菜_001.jpg,45,炒菠菜,125.6,87.9
images/炒菠菜/炒菠菜_002.jpg,45,炒菠菜,146.7,102.7
images/炒菠菜/炒菠菜_003.jpg,45,炒菠菜,131.9,92.3
images/炒菠菜/炒菠菜_004.jpg,45,炒菠菜,115.2,80.6
images/炒菠菜/炒菠菜_005.jpg,45,炒菠菜,110.7,77.5
images/炒菠菜/炒菠菜_006.jpg,45,炒菠菜,91.6,64.1
images/炒菠菜/炒菠菜_007.jpg,45,炒菠菜,136.4,95.5
images/炒菠菜/炒菠菜_008.jpg,45,炒菠菜,121.3,84.9
images/炒菠菜/炒菠菜_009.jpg,45,炒菠菜,130.4,91.3
images/炒菠菜/炒菠菜_010.jpg,45,炒菠菜,168.8,118.2
images/炒面/炒面_001.jpg,41,炒面,351.5,632.7
images/炒面/炒面_002.jpg,41,炒面,274.3,493.7
images/炒面/炒面_003.jpg,41,炒面,285.3,513.5
images/炒面/炒面_004.jpg,41,炒面,306.5,551.7
images/炒面/炒面_005.jpg,41,炒面,244.6,440.3
images/炒面/炒面_006.jpg,41,炒面,304.0,547.2
images/炒面/炒面_007.jpg,41,炒面,307.1,552.8
images/炒面/炒面_008.jpg,41,炒面,282.1,507.8
images/炒面/炒面_009.jpg,41,炒面,290.7,523.3
images/炒面/炒面_010.jpg,41,炒面,258.1,464.6
images/炸藕盒/炸藕盒_001.jpg,23,炸藕盒,121.9,280.4
images/炸藕盒/炸藕盒_002.jpg,23,炸藕盒,151.9,349.4
images/炸藕盒/炸藕盒_003.jpg,23,炸藕盒,189.6,436.1
images/炸藕盒/炸藕盒_004.jpg,23,炸藕盒,133.0,305.9
images/炸藕盒/炸藕盒_005.jpg,23,炸藕盒,154.2,354.7
images/炸藕盒/炸藕盒_006.jpg,23,炸藕盒,159.9,367.8
images/炸藕盒/炸藕盒_007.jpg,23,炸藕盒,185.3,426.2
images/炸藕盒/炸藕盒_008.jpg,23,炸藕盒,133.2,306.4
images/炸藕盒/炸藕盒_009.jpg,23,炸藕盒,124.9,287.3
images/炸藕盒/炸藕盒_010.jpg,23,炸藕盒,127.9,294.2
images/炸酱面/炸酱面_001.jpg,17,炸酱面,400.2,720.4
images/炸酱面/炸酱面_002.jpg,17,炸酱面,297.9,536.2
images/炸酱面/炸酱面_003.jpg,17,炸酱面,297.7,535.9
images/炸酱面/炸酱面_004.jpg,17,炸酱面,328.8,591.8
images/炸酱面/炸酱面_005.jpg,17,炸酱面,287.9,518.2
images/炸酱面/炸酱面_006.jpg,17,炸酱面,320.2,576.4
images/炸酱面/炸酱面_007.jpg,17,炸酱面,279.8,503.6
images/炸酱面/炸酱面_008.jpg,17,炸酱面,307.0,552.6
images/炸酱面/炸酱面_009.jpg,17,炸酱面,279.1,502.4
images/炸酱面/炸酱面_010.jpg,17,炸酱面,285.0,513.0
images/煎饺/煎饺_001.jpg,42,煎饺,198.4,515.8
images/煎饺/煎饺_002.jpg,42,煎饺,252.2,655.7
images/煎饺/煎饺_003.jpg,42,煎饺,341.6,888.2
images/煎饺/煎饺_004.jpg,42,煎饺,326.3,848.4
images/煎饺/煎饺_005.jpg,42,煎饺,275.4,716.0
images/煎饺/煎饺_006.jpg,42,煎饺,284.7,740.2
images/煎饺/煎饺_007.jpg,42,煎饺,272.9,709.5
images/煎饺/煎饺_008.jpg,42,煎饺,302.4,786.2
images/煎饺/煎饺_009.jpg,42,煎饺,274.4,713.4
images/煎饺/煎饺_010.jpg,42,煎饺,324.4,843.4
images/爆炒腰花/爆炒腰花_001.jpg,30,爆炒腰花,201.4,322.2
images/爆炒腰花/爆炒腰花_002.jpg,30,爆炒腰花,166.0,265.6
images/爆炒腰花/爆炒腰花_003.jpg,30,爆炒腰花,248.6,397.8
images/爆炒腰花/爆炒腰花_004.jpg,30,爆炒腰花,192.0,307.2
images/爆炒腰花/爆炒腰花_005.jpg,30,爆炒腰花,247.3,395.7
images/爆炒腰花/爆炒腰花_006.jpg,30,爆炒腰花,227.1,363.4
images/爆炒腰花/爆炒腰花_007.jpg,30,爆炒腰花,203.7,325.9
images/爆炒腰花/爆炒腰花_008.jpg,30,爆炒腰花,235.8,377.3
images/爆炒腰花/爆炒腰花_009.jpg,30,爆炒腰花,210.3,336.5
images/爆炒腰花/爆炒腰花_010.jpg,30,爆炒腰花,251.1,401.8
images/白粥/白粥_001.jpg,43,白粥,305.9,152.9
images/白粥/白粥_002.jpg,43,白粥,333.6,166.8
images/白粥/白粥_003.jpg,43,白粥,283.7,141.8
images/白粥/白粥_004.jpg,43,白粥,289.8,144.9
images/白粥/白粥_005.jpg,43,白粥,297.1,148.6
images/白粥/白粥_006.jpg,43,白粥,284.6,142.3
images/白粥/白粥_007.jpg,43,白粥,253.4,126.7
images/白粥/白粥_008.jpg,43,白粥,305.8,152.9
images/白粥/白粥_009.jpg,43,白粥,273.0,136.5
images/白粥/白粥_010.jpg,43,白粥,293.2,146.6
images/米饭/米饭_001.jpg,44,米饭,305.3,396.9
images/米饭/米饭_002.jpg,44,米饭,317.0,412.1
images/米饭/米饭_003.jpg,44,米饭,272.1,353.7
images/米饭/米饭_004.jpg,44,米饭,294.4,382.7
images/米饭/米饭_005.jpg,44,米饭,313.7,407.8
images/米饭/米饭_006.jpg,44,米饭,316.2,411.1
images/米饭/米饭_007.jpg,44,米饭,322.1,418.7
images/米饭/米饭_008.jpg,44,米饭,324.5,421.9
images/米饭/米饭_009.jpg,44,米饭,304.8,396.2
images/米饭/米饭_010.jpg,44,米饭,359.6,467.5
images/糖醋排骨/糖醋排骨_001.jpg,11,糖醋排骨,230.3,644.8
images/糖醋排骨/糖醋排骨_002.jpg,11,糖醋排骨,264.6,740.9
images/糖醋排骨/糖醋排骨_003.jpg,11,糖醋排骨,211.1,591.1
images/糖醋排骨/糖醋排骨_004.jpg,11,糖醋排骨,233.6,654.1
images/糖醋排骨/糖醋排骨_005.jpg,11,糖醋排骨,214.4,600.3
images/糖醋排骨/糖醋排骨_006.jpg,11,糖醋排骨,219.7,615.2
images/糖醋排骨/糖醋排骨_007.jpg,11,糖醋排骨,285.8,800.2
images/糖醋排骨/糖醋排骨_008.jpg,11,糖醋排骨,184.7,517.2
images/糖醋排骨/糖醋排骨_009.jpg,11,糖醋排骨,197.3,552.4
images/糖醋排骨/糖醋排骨_010.jpg,11,糖醋排骨,183.4,513.5
images/糖醋鱼/糖醋鱼_001.jpg,33,糖醋鱼,222.6,445.2
images/糖醋鱼/糖醋鱼_002.jpg,33,糖醋鱼,213.1,426.2
images/糖醋鱼/糖醋鱼_003.jpg,33,糖醋鱼,206.1,412.2
images/糖醋鱼/糖醋鱼_004.jpg,33,糖醋鱼,167.3,334.6
images/糖醋鱼/糖醋鱼_005.jpg,33,糖醋鱼,296.4,592.8
images/糖醋鱼/糖醋鱼_006.jpg,33,糖醋鱼,226.2,452.4
images/糖醋鱼/糖醋鱼_007.jpg,33,糖醋鱼,194.5,389.0
images/糖醋鱼/糖醋鱼_008.jpg,33,糖醋鱼,209.5,419.0
images/糖醋鱼/糖醋鱼_009.jpg,33,糖醋鱼,204.5,409.0
images/糖醋鱼/糖醋鱼_010.jpg,33,糖醋鱼,158.0,316.0
images/红烧牛肉/红烧牛肉_001.jpg,31,红烧牛肉,230.6,461.2
images/红烧牛肉/红烧牛肉_002.jpg,31,红烧牛肉,233.6,467.2
images/红烧牛肉/红烧牛肉_003.jpg,31,红烧牛肉,259.1,518.2
images/红烧牛肉/红烧牛肉_004.jpg,31,红烧牛肉,245.9,491.8
images/红烧牛肉/红烧牛肉_005.jpg,31,红烧牛肉,221.4,442.8
images/红烧牛肉/红烧牛肉_006.jpg,31,红烧牛肉,191.9,383.8
images/红烧牛肉/红烧牛肉_007.jpg,31,红烧牛肉,208.4,416.8
images/红烧牛肉/红烧牛肉_008.jpg,31,红烧牛肉,221.2,442.4
images/红烧牛肉/红烧牛肉_009.jpg,31,红烧牛肉,255.7,511.4
images/红烧牛肉/红烧牛肉_010.jpg,31,红烧牛肉,211.2,422.4
images/红烧肉/红烧肉_001.jpg,10,红烧肉,258.8,776.4
images/红烧肉/红烧肉_002.jpg,10,红烧肉,236.8,710.4
images/红烧肉/红烧肉_003.jpg,10,红烧肉,271.5,814.5
images/红烧肉/红烧肉_004.jpg,10,红烧肉,243.5,730.5
images/红烧肉/红烧肉_005.jpg,10,红烧肉,221.4,664.2
images/红烧肉/红烧肉_006.jpg,10,红烧肉,265.3,795.9
images/红烧肉/红烧肉_007.jpg,10,红烧肉,248.4,745.2
images/红烧肉/红烧肉_008.jpg,10,红烧肉,190.6,571.8
images/红烧肉/红烧肉_009.jpg,10,红烧肉,212.0,636.0
images/红烧肉/红烧肉_010.jpg,10,红烧肉,224.8,674.4
images/肉夹馍/肉夹馍_001.jpg,38,肉夹馍,251.8,705.0
images/肉夹馍/肉夹馍_002.jpg,38,肉夹馍,288.8,808.6
images/肉夹馍/肉夹馍_003.jpg,38,肉夹馍,279.2,781.8
images/肉夹馍/肉夹馍_004.jpg,38,肉夹馍,298.6,836.1
images/肉夹馍/肉夹馍_005.jpg,38,肉夹馍,325.7,912.0
images/肉夹馍/肉夹馍_006.jpg,38,肉夹馍,278.0,778.4
images/肉夹馍/肉夹馍_007.jpg,38,肉夹馍,295.0,826.0
images/肉夹馍/肉夹馍_008.jpg,38,肉夹馍,248.5,695.8
images/肉夹馍/肉夹馍_009.jpg,38,肉夹馍,234.1,655.5
images/肉夹馍/肉夹馍_010.jpg,38,肉夹馍,353.3,989.2
images/花生/花生_001.jpg,25,花生,125.8,717.1
images/花生/花生_002.jpg,25,花生,166.3,947.9
images/花生/花生_003.jpg,25,花生,154.7,881.8
images/花生/花生_004.jpg,25,花生,168.1,958.2
images/花生/花生_005.jpg,25,花生,135.0,769.5
images/花生/花生_006.jpg,25,花生,197.6,1126.3
images/花生/花生_007.jpg,25,花生,160.6,915.4
images/花生/花生_008.jpg,25,花生,136.9,780.3
images/花生/花生_009.jpg,25,花生,134.5,766.6
images/花生/花生_010.jpg,25,花生,191.3,1090.4
images/葱爆羊肉/葱爆羊肉_001.jpg,18,葱爆羊肉,171.2,376.6
images/葱爆羊肉/葱爆羊肉_002.jpg,18,葱爆羊肉,253.6,557.9
images/葱爆羊肉/葱爆羊肉_003.jpg,18,葱爆羊肉,209.7,461.3
images/葱爆羊肉/葱爆羊肉_004.jpg,18,葱爆羊肉,227.9,501.4
images/葱爆羊肉/葱爆羊肉_005.jpg,18,葱爆羊肉,205.2,451.4
images/葱爆羊肉/葱爆羊肉_006.jpg,18,葱爆羊肉,237.7,522.9
images/葱爆羊肉/葱爆羊肉_007.jpg,18,葱爆羊肉,250.4,550.9
images/葱爆羊肉/葱爆羊肉_008.jpg,18,葱爆羊肉,287.5,632.5
images/葱爆羊肉/葱爆羊肉_009.jpg,18,葱爆羊肉,199.5,438.9
images/葱爆羊肉/葱爆羊肉_010.jpg,18,葱爆羊肉,272.6,599.7
images/蒸蛋羹/蒸蛋羹_001.jpg,27,蒸蛋羹,147.6,132.8
images/蒸蛋羹/蒸蛋羹_002.jpg,27,蒸蛋羹,137.0,123.3
images/蒸蛋羹/蒸蛋羹_003.jpg,27,蒸蛋羹,116.1,104.5
images/蒸蛋羹/蒸蛋羹_004.jpg,27,蒸蛋羹,88.5,79.7
images/蒸蛋羹/蒸蛋羹_005.jpg,27,蒸蛋羹,150.8,135.7
images/蒸蛋羹/蒸蛋羹_006.jpg,27,蒸蛋羹,173.4,156.1
images/蒸蛋羹/蒸蛋羹_007.jpg,27,蒸蛋羹,111.3,100.2
images/蒸蛋羹/蒸蛋羹_008.jpg,27,蒸蛋羹,136.6,122.9
images/蒸蛋羹/蒸蛋羹_009.jpg,27,蒸蛋羹,149.0,134.1
images/蒸蛋羹/蒸蛋羹_010.jpg,27,蒸蛋羹,143.4,129.1
images/薯条/薯条_001.jpg,21,薯条,182.4,547.2
images/薯条/薯条_002.jpg,21,薯条,106.2,318.6
images/薯条/薯条_003.jpg,21,薯条,148.9,446.7
images/薯条/薯条_004.jpg,21,薯条,112.7,338.1
images/薯条/薯条_005.jpg,21,薯条,172.4,517.2
images/薯条/薯条_006.jpg,21,薯条,108.9,326.7
images/薯条/薯条_007.jpg,21,薯条,155.4,466.2
images/薯条/薯条_008.jpg,21,薯条,143.8,431.4
images/薯条/薯条_009.jpg,21,薯条,145.8,437.4
images/薯条/薯条_010.jpg,21,薯条,106.9,320.7
images/蚝油生菜/蚝油生菜_001.jpg,9,蚝油生菜,158.7,95.2
images/蚝油生菜/蚝油生菜_002.jpg,9,蚝油生菜,115.9,69.5
images/蚝油生菜/蚝油生菜_003.jpg,9,蚝油生菜,97.7,58.6
images/蚝油生菜/蚝油生菜_004.jpg,9,蚝油生菜,119.3,71.6
images/蚝油生菜/蚝油生菜_005.jpg,9,蚝油生菜,88.1,52.9
images/蚝油生菜/蚝油生菜_006.jpg,9,蚝油生菜,163.7,98.2
images/蚝油生菜/蚝油生菜_007.jpg,9,蚝油生菜,92.2,55.3
images/蚝油生菜/蚝油生菜_008.jpg,9,蚝油生菜,132.8,79.7
images/蚝油生菜/蚝油生菜_009.jpg,9,蚝油生菜,114.4,68.6
images/蚝油生菜/蚝油生菜_010.jpg,9,蚝油生菜,117.4,70.4
images/蚝油西兰花/蚝油西兰花_001.jpg,22,蚝油西兰花,127.5,89.2
images/蚝油西兰花/蚝油西兰花_002.jpg,22,蚝油西兰花,142.9,100.0
images/蚝油西兰花/蚝油西兰花_003.jpg,22,蚝油西兰花,152.9,107.0
images/蚝油西兰花/蚝油西兰花_004.jpg,22,蚝油西兰花,151.0,105.7
images/蚝油西兰花/蚝油西兰花_005.jpg,22,蚝油西兰花,100.7,70.5
images/蚝油西兰花/蚝油西兰花_006.jpg,22,蚝油西兰花,114.5,80.2
images/蚝油西兰花/蚝油西兰花_007.jpg,22,蚝油西兰花,117.8,82.5
images/蚝油西兰花/蚝油西兰花_008.jpg,22,蚝油西兰花,140.2,98.1
images/蚝油西兰花/蚝油西兰花_009.jpg,22,蚝油西兰花,142.2,99.5
images/蚝油西兰花/蚝油西兰花_010.jpg,22,蚝油西兰花,155.9,109.1
images/蛋挞/蛋挞_001.jpg,46,蛋挞,155.5,497.6
images/蛋挞/蛋挞_002.jpg,46,蛋挞,146.9,470.1
images/蛋挞/蛋挞_003.jpg,46,蛋挞,198.3,634.6
images/蛋挞/蛋挞_004.jpg,46,蛋挞,165.3,529.0
images/蛋挞/蛋挞_005.jpg,46,蛋挞,151.4,484.5
